,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
452,21 Savage,Slidin,7fxSLnklnayJNBIKntXedZ,67,0.774,0.706,2,-6.494,1,0.355,0.00163,1.28e-06,0.104,0.382,152.891,185037,4
453,Kid Cudi,Show Out (with Skepta & Pop Smoke),5CFJRZRq6sdKKtRwNPWbYv,72,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,174960,4
454,Jack Stauber's Micropop,Coffee,2zmo93xTzKTP0lztR9iy9H,69,0.814,0.484,6,-10.962,1,0.299,0.931,5.35e-05,0.117,0.658,116.024,58869,4
455,Priscilla Block,Just About Over You,4Ec0q0j8hRTCX4QQ5MiHSX,65,0.53,0.524,4,-5.751,1,0.0327,0.544,0.0,0.11,0.514,150.05,179214,4
456,Dream Supplier,Clean Baby Sleep White Noise (Loopable),0zirWZTcXBBwGsevrsIpvT,73,0.0,0.00832,7,-26.712,1,0.0,0.917,1.0,0.111,0.0,0.0,142222,0
457,Lil Darkie,banana pie,7seK7cskNRsFmlGXv4Rw5Q,66,0.435,0.84,8,-2.943,1,0.0442,0.0219,0.00677,0.318,0.29,169.921,169500,4
458,Lil Uzi Vert,Baby Pluto,7hav1MHURQf5SAoPk0egqh,67,0.772,0.634,10,-6.101,0,0.212,0.135,0.0,0.432,0.671,160.052,210261,4
459,Chavo,Michigan,7o2Ttn5aFdrBON1zfdzJfg,66,0.71,0.359,2,-8.813,1,0.124,0.0497,4.37e-06,0.112,0.464,83.481,149447,4
460,NAV,Turks (with Gunna & ft. Travis Scott),7IMwEtpAiJanqF6vQteZN2,68,0.894,0.618,7,-4.356,0,0.129,0.0808,0.0,0.558,0.379,119.1,161320,4
461,Punkinloveee,Freak Show,2Rb6nYmuLEblpq4KIAjngL,71,0.665,0.825,8,-5.954,0,0.179,0.00552,2.25e-05,0.416,0.683,138.09,125362,4
462,Bad Bunny,TE DESEO LO MEJOR,23XjN1s3DZC8Q9ZwuorYY4,75,0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054,139576,4
463,Koe Wetzel,Kuntry & Wistern,1deRJz00Ey3FMbBbH1qEvS,64,0.499,0.816,4,-5.033,1,0.0392,0.155,0.0,0.856,0.507,185.203,241972,4
464,Jameson Rodgers,Cold Beer Calling My Name,3dV1fjKOlLnaNK5MeZHXGv,66,0.581,0.86,7,-4.092,1,0.039,0.048,0.0,0.169,0.79,148.318,210480,4
465,Banda MS de Sergio Lizárraga,La Casita,0vtYnEw1eJwW26BrBnOAYJ,74,0.832,0.525,10,-6.806,1,0.0412,0.277,1.77e-05,0.142,0.967,112.479,217600,3
466,Megan Thee Stallion,Girls in the Hood,6WbTTAGKrQtCQvmc5BuYfh,67,0.821,0.863,6,-3.159,1,0.353,0.00824,0.0,0.0377,0.874,180.013,154324,4
467,Zach Bryan,Traveling Man,1cfi4ewXF9ifZ7it025zDK,65,0.387,0.404,7,-6.381,1,0.0319,0.462,0.0,0.0799,0.285,168.289,197211,3
468,Taylor Swift,seven,6KJqZcs9XDgVck7Lg9QOTC,71,0.596,0.488,4,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.926,208907,4
469,Sam Hunt,Hard To Forget,10xuH52YSXHWFwCaF1fsDd,66,0.689,0.689,4,-5.517,1,0.045,0.23,0.0,0.57,0.664,130.069,204760,4
470,The Weeknd,Alone Again,6b5P51m8xx2XA6U7sdNZ5E,70,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375,250053,4
471,Mt. Joy,Strangers,3wcluZHyfuTzIXHfwXVAIE,66,0.564,0.636,7,-8.136,1,0.0418,0.739,0.0224,0.0807,0.218,101.913,193187,4
472,Jagwar Twin,Happy Face,6QNCvcs758QuBEBISL6XIV,71,0.419,0.707,9,-6.488,1,0.0499,0.0174,0.0,0.157,0.37,177.551,169760,4
473,Bad Bunny,Que Malo,53v2u51nq3CxiKUNphRzP1,75,0.802,0.787,7,-6.181,0,0.0599,0.0832,0.0,0.153,0.446,94.026,167975,4
474,Leyla Blue,What A Shame,7FGIEAVXfegxngH9Jg6VwA,74,0.699,0.463,0,-7.828,1,0.475,0.315,0.0,0.0803,0.565,143.99,177200,4
475,21 Savage,Many Men,3CDVMejYHnB1SkEEx0T1N4,67,0.635,0.793,10,-4.333,0,0.0322,0.000647,0.747,0.113,0.281,77.594,201856,4
476,Sam Smith,Dancing With A Stranger (with Normani),3xgT3xIlFGqZjYW9QlhJWp,75,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,171030,4
477,K/DA,VILLAIN,3QSjVPObHxuAJc3E5nrjRn,73,0.653,0.634,5,-5.875,0,0.0391,0.0232,0.0,0.0908,0.306,160.013,199125,4
478,1nonly,Shakira!,1zCQXSnLkfXq3TzMLr6pWf,74,0.79,0.832,5,-5.291,0,0.103,0.0996,0.0,0.763,0.623,99.502,149577,4
479,Joji,Gimme Love,0HItcI6qN6Dr4MC3CZryQh,71,0.484,0.632,5,-6.917,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,214558,3
480,Eslabon Armado,Me Matas,50g9l7cOUIXt9LVl9eX784,67,0.5,0.483,5,-8.438,0,0.0303,0.797,0.00737,0.119,0.492,185.846,203707,3
481,Hotboii,Don't Need Time,45EzsxBDieiBZmI4ZaqAal,67,0.782,0.431,8,-8.313,1,0.427,0.641,0.0,0.123,0.668,101.905,124931,4
482,Nate Smith,Under My Skin,3G3OwFCrkc86mMuLPOvgjc,66,0.604,0.537,8,-6.189,1,0.0346,0.131,0.0,0.163,0.48,151.757,178772,4
483,Moneybagg Yo,U Played (feat. Lil Baby),7qeWNGBqqagdwf4KnjRzGZ,65,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
484,Billie Eilish,my future,2ygvZOXrIeVL4xZmAWJT2C,72,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,208155,4
485,Drake,Pain 1993 (with Playboi Carti),6Kj17Afjo1OKJYpf5VzCeo,69,0.825,0.373,5,-5.532,0,0.108,0.163,0.0,0.368,0.12,77.271,149078,4
486,Jack Harlow,Luv Is Dro (feat. Static Major & Bryson Tiller),0LcsvJQSFIQo3RjNhPcYqT,68,0.727,0.513,6,-8.823,0,0.0524,0.0335,0.0,0.302,0.568,76.211,177190,4
487,LiSA,紅蓮華,0qMip0B2D4ePEjBJvAtYre,74,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,237587,4
488,Lady Gaga,Stupid Love,7yBbV2k2S2uhaQc24NF2xt,73,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,193533,4
489,Juice WRLD,Fighting Demons,0440JCJyIAmINA8KcYgFb5,68,0.707,0.67,7,-6.328,0,0.257,0.0813,0.0,0.098,0.235,163.099,200629,4
490,Miley Cyrus,Angels Like You,1daDRI9ahBonbWD8YcxOIB,79,0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,196453,4
491,The Neighbourhood,Devil's Advocate,4XfI7M5gLwEY84gYiH4RDD,70,0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,186307,4
492,Maverick City Music,Promises (feat. Joe L Barnes),5suRrn5N4HNeRXOpBTdmZt,68,0.362,0.421,10,-11.699,1,0.0372,0.281,6.2e-05,0.0943,0.233,114.669,646239,4
493,VOILÀ,Figure You Out,2bFGGsScXp2Tu10jKMCKO6,70,0.631,0.491,11,-8.141,0,0.0354,0.508,3.18e-05,0.177,0.537,94.912,163436,4
494,Conan Gray,Comfort Crowd,6uaBrivDHCaV0uBTiwHTUi,69,0.678,0.431,0,-6.749,1,0.0326,0.163,1.94e-06,0.147,0.404,90.941,174680,4
495,Frances Forever,space girl,7FjIYiD53wxlQmzTT6Wdpf,69,0.669,0.395,9,-9.598,1,0.03,0.332,0.000196,0.37,0.196,125.979,231440,4
496,A Boogie Wit da Hoodie,Secrets,2xB46Bj9HZ4cr058yN4Pla,67,0.539,0.648,4,-6.008,1,0.0619,0.118,0.0,0.362,0.403,91.066,133331,4
497,King Von,The Code (feat. Polo G),5NOUjBikzECEJyZMTxtErD,66,0.831,0.62,6,-8.397,0,0.338,0.0582,0.0,0.119,0.568,133.17,202413,4
498,Bad Bunny,Pero Ya No,75pQqzwgCjUOSSy5CpmAjy,73,0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982,160638,4
499,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,74,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059,4
500,Carin Leon,El Amor De Tu Vida,5HpXH64cSBNu26yhw3vK37,74,0.542,0.489,8,-7.89,1,0.0573,0.378,0.0,0.123,0.674,125.336,163224,3
501,Ashnikko,Daisy,0AUvWawuP0ibk4SQ3sIZjk,71,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,146523,4
502,Bad Bunny,25/8,4NqQaovM14WR2hNPMFxgjb,73,0.761,0.732,4,-5.469,0,0.0549,0.092,0.0,0.0716,0.542,151.982,243276,4
503,J Balvin,UN DIA (ONE DAY) (Feat. Tainy),0EhpEsp4L0oRGM0vmeaN5e,76,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,232253,4
504,Mac Miller,Woods,3Qa944OTMZkg8DHjET8JQv,68,0.779,0.362,0,-10.847,1,0.0474,0.135,0.206,0.111,0.46,85.011,286387,4
505,Luke Bryan,Down To One,6QpZSfLid1YZ6c01BvB5jH,65,0.62,0.776,8,-4.109,1,0.0365,0.358,4.31e-05,0.11,0.551,93.963,221633,4
506,Morgan Wallen,7 Summers,0tbjiOUl4k492KPdWZS9sy,65,0.457,0.774,0,-5.201,1,0.0336,0.428,4.29e-05,0.119,0.59,203.863,210123,4
507,Taylor Swift,tolerate it,0PurA4JVJ8YQgSVopY8fn6,70,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,245440,5
508,UPSAHL,People I Don't Like,5srKMwXoeyrRnyTnNbpgIW,69,0.747,0.573,11,-6.562,0,0.295,0.268,0.0,0.302,0.551,90.036,142766,4
509,Santa Fe Klan,Así Soy,5Wvw29RKTFSK0IuCd2qs4m,73,0.932,0.484,0,-6.357,1,0.324,0.0343,0.0,0.122,0.403,119.94,236069,4
510,Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef],0IpnZchq8ek2A6pGEP2Qb1,66,0.733,0.567,0,-6.718,1,0.319,0.0129,0.0,0.382,0.319,75.491,238816,4
511,Sista Prod,Eyes Blue Like The Atlantic (feat. Subvrbs),0qUcpOOna3kkrwfqky85e1,71,0.768,0.339,0,-13.169,1,0.777,0.608,0.000956,0.261,0.568,76.229,154599,4
512,Royal & the Serpent,overwhelmed,5jjZikDrEd0by1o7V3fO4y,70,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,159293,4
513,Rod Wave,Dark Clouds,5s8a3reYfth5IIqIJMtx40,64,0.707,0.592,4,-10.057,0,0.265,0.206,0.0,0.0939,0.409,169.897,169453,4
514,Pop Smoke,Something Special,5kkaSMcf4BFlhRRICCKZb6,70,0.739,0.616,7,-6.963,0,0.0338,0.252,1.93e-06,0.101,0.654,91.071,158466,4
515,Bad Bunny,ANTES QUE SE ACABE,7kjEqI6eZ7YlFrGhxixnlN,74,0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988,221187,4
516,Zach Bryan,Loom,46dUiDTF3xDchz5lZ3T36s,64,0.614,0.218,3,-15.13,1,0.0652,0.85,0.00022,0.337,0.521,114.349,163531,4
517,Conan Gray,The Cut That Always Bleeds,7wTqEW5nrMhvyEhEyTnOMd,70,0.489,0.413,0,-6.499,1,0.0314,0.59,0.0,0.0639,0.246,136.116,231920,4
518,Zach Bryan,Leaving,4cA2NmoE75r4yU7oeq4QGG,64,0.561,0.179,10,-11.776,1,0.0373,0.864,1.61e-05,0.11,0.436,67.713,207103,3
519,Joji,Ew,7xcUWyLh6fIMsYjoVI7NnZ,71,0.48,0.373,10,-9.297,1,0.0278,0.804,0.067,0.12,0.0376,114.078,207710,4
520,Casey Edwards,Bury the Light,6tUcFEXos6TGhESFlkAyCm,72,0.399,0.92,2,-5.403,0,0.0813,1.27e-05,0.818,0.121,0.173,149.981,582400,4
521,yungatita,7 Weeks & 3 Days,0yABdzMcJpRkKhVKXjfcUk,70,0.613,0.734,11,-8.833,0,0.0278,0.237,0.136,0.227,0.662,129.97,194000,4
522,Phoebe Bridgers,Graceland Too,1WCjhRs2WBgyeGaybCX2Po,68,0.448,0.338,10,-10.373,1,0.0296,0.871,0.0,0.117,0.351,149.552,236350,4
523,Nathaniel Rateliff,And It's Still Alright,2tRxHjEkdgGMv9kZbOyqOH,67,0.521,0.492,3,-9.127,1,0.0297,0.689,0.619,0.118,0.301,77.585,235747,4
524,Brandon Lake,Gratitude,0cXV6AoJBnrnrXK0toJHpB,65,0.237,0.224,11,-10.002,1,0.0329,0.635,0.0,0.0999,0.164,155.628,337560,3
525,KYSLINGO,The Law of Recognition,4DPYOF6Tvptit1xDUbOo8o,67,0.888,0.248,10,-11.965,0,0.259,0.288,0.0441,0.143,0.134,111.984,129143,4
526,Kygo,Lose Somebody,1sgDyuLooyvEML4oHspNza,73,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,199549,4
527,TOMORROW X TOGETHER,Blue Hour,3ObPkJQAgjAhTwYvDhPrAW,73,0.71,0.82,3,-4.362,0,0.0836,0.00962,0.0,0.0871,0.746,112.005,209105,4
528,HARDY,TRUCK,0OPcMpjhDyILRccj05f6S6,64,0.58,0.894,2,-3.698,1,0.0633,0.0595,0.0,0.237,0.454,120.063,218719,4
529,Lil Nas X,HOLIDAY,6zFMeegAMYQo0mt8rXtrli,73,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,154998,4
530,Taylor Swift,ivy,19CSr8rwW05VJL2F91KFNK,69,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,260440,4
531,YoungBoy Never Broke Again,Green Dot,7jGhydOLVj84A9rKheLIu6,64,0.758,0.701,6,-4.925,1,0.361,0.106,0.0,0.0752,0.693,167.092,186880,4
532,Oliver Tree,Alien Boy,3BIIJgBJJ7NhhCv4MI6n7w,68,0.792,0.576,1,-7.046,1,0.132,0.0597,0.0,0.186,0.52,130.135,164313,4
533,Bad Bunny,120,3KJ3opyV29269SXkPrc19l,78,0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,151506,4
534,Peach Pit,Shampoo Bottles,2INUkDPCO1eQlOFmIN5VAC,66,0.648,0.436,8,-9.578,1,0.0275,0.0232,0.0,0.0944,0.333,107.019,224267,4
535,Eslabon Armado,La Mejor de Todas,6tzWQCTlrZr1CnwiFGCmoM,66,0.66,0.562,8,-7.593,1,0.0269,0.23,3.6e-05,0.103,0.35,119.877,208327,4
536,Omar Apollo,Useless,7dJN4NWQuqCjWwIT3UwOps,67,0.612,0.565,5,-7.609,1,0.0414,0.585,0.00174,0.0827,0.545,89.895,183693,4
537,Lil Baby,Woah,02RCbjb9czvQKNGBmEmWob,67,0.883,0.599,11,-5.551,1,0.248,0.0177,0.0,0.179,0.413,142.976,183011,4
538,Young Dolph,No Sense (feat. Key Glock),67K5Ki1bLemeOlN012sip8,64,0.945,0.662,6,-6.581,1,0.24,0.0326,1.17e-05,0.124,0.782,124.01,140467,4
539,Conan Gray,The Story,5GVPVxgdgTKJFxSxLVIw1A,71,0.542,0.299,0,-10.379,1,0.0305,0.817,0.0,0.109,0.274,141.917,245267,4
540,2KBABY,Old Streets,3k0LQivRnB690bkznEXI1E,66,0.686,0.362,2,-12.042,1,0.617,0.512,0.0,0.168,0.6,126.7,105600,5
541,Jack Stauber's Micropop,Cupid,2t7RNUa8I8fbZAEAmZOkBl,70,0.572,0.514,3,-6.607,1,0.0254,0.942,0.814,0.415,0.442,82.841,220245,4
542,Noah Cyrus,Lonely,6U1iuA5QfzYRPJxvdcxqtf,69,0.53,0.281,5,-8.274,1,0.0577,0.798,0.0,0.0928,0.341,122.442,144377,4
543,Katy Perry,Harleys In Hawaii,3B4etxytImrRKQgV3XHjnR,78,0.721,0.751,10,-6.203,0,0.125,0.162,6.59e-06,0.118,0.738,140.095,185481,4
544,Morgan Wallen,Somebody’s Problem,0SErdEdRcVX1uJCf1eTGYH,64,0.657,0.54,5,-7.675,1,0.0287,0.662,0.0,0.123,0.625,136.97,161773,4
545,Sushi Soucy,I Deserve to Bleed,27cw0tNJKQQW2CJMGcCfZb,67,0.761,0.276,7,-11.507,1,0.0682,0.918,0.0,0.16,0.595,119.991,104022,4
546,Zach Bryan,Birmingham,7DyMTd5uNSi6ioB6z5BGtG,64,0.587,0.479,7,-5.246,1,0.0317,0.624,3.03e-06,0.097,0.468,75.226,206416,4
547,Junior H,Atrapado en un Sueño,4FJHSPdhQqxovmYP9YpcHN,71,0.726,0.647,7,-7.245,0,0.0364,0.0317,2.86e-06,0.109,0.366,92.453,210162,3
548,Kenny Chesney,Knowing You,2EEfUuBRZA4Ax1vYcluFS0,64,0.557,0.565,7,-6.12,1,0.026,0.229,3.9e-06,0.119,0.187,125.956,226267,3
549,Kidd G,Teenage Dream,2qiPVgSlPaJcQHMsTCvbkP,64,0.511,0.568,11,-4.991,1,0.0376,0.322,0.0,0.337,0.405,170.014,156134,4
550,Halsey,Graveyard,2ufmtcIFdFpuUYBPXK5f67,69,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4
551,WHOKILLEDXIX,spy?,0QsZ3W21xNvnUnUMbiAY4z,68,0.87,0.565,11,-5.356,0,0.0581,0.0631,0.0579,0.104,0.646,100.041,153922,4
552,Polo G,Beautiful Pain (Losin My Mind),4SIB2yxKoFOrbkjA4zfQbB,67,0.597,0.477,1,-9.638,0,0.642,0.137,0.0,0.113,0.512,80.382,171442,4
553,YoungBoy Never Broke Again,Murder Business,2crr8fnMCNKxypSNuHi5Jq,64,0.773,0.733,10,-4.869,1,0.321,0.114,0.0,0.718,0.612,83.712,132772,4
554,Joji,Pretty Boy (feat. Lil Yachty),0f1G5SHFoFC9lO03gHCGVS,69,0.656,0.776,6,-6.184,1,0.0672,0.16,0.378,0.372,0.638,156.049,156759,4
555,BTS,Filter,4bZZVcgWWMWPBwzTTp642w,76,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043,180221,4
556,Nicki Minaj,Yikes,75dLEqanQTupF3dtP9exT5,67,0.911,0.637,8,-8.381,1,0.447,0.0409,3.68e-05,0.238,0.66,149.996,156882,4
557,Chris Stapleton,Cold,24nhOvYX2gk3txBbMzXeUB,65,0.555,0.505,1,-7.334,0,0.0333,0.0519,0.00361,0.148,0.293,117.481,309853,4
558,Miley Cyrus,Plastic Hearts,6qCsKKS7Ol63SJW3LOIX5R,70,0.551,0.756,2,-4.948,1,0.0652,0.0511,0.0,0.0765,0.618,175.984,205733,4
559,Megan Thee Stallion,What’s New,3jRHehB5ulTMKfK5WaqDqc,66,0.934,0.873,1,-4.707,1,0.309,0.00488,0.0,0.0832,0.721,139.997,155090,4
560,Saucy Santana,Material Girl,6nQ1B216Liiydhgn2gar0o,68,0.876,0.7,2,-7.137,1,0.282,0.0421,0.0,0.542,0.433,101.995,188966,4
561,FLETCHER,Bitter,5Z0AM9HW78XIyZqF2BPasr,68,0.724,0.594,6,-7.126,0,0.102,0.393,0.00116,0.0889,0.413,136.002,194750,4
562,Sir Chloe,Animal,42Rb5FxBg53gSib0MMACQs,69,0.495,0.456,7,-6.072,1,0.0309,0.411,1.11e-06,0.142,0.343,82.849,160519,4
563,Bryson Tiller,Outta Time (feat. Drake),4SCnCPOUOUXUmCX2uHb3r7,68,0.714,0.582,5,-7.272,0,0.0808,0.0129,0.0,0.0774,0.338,92.819,198822,4
564,Juice WRLD,Screw Juice,4F6YLjakjqWFTgC5qfEwPQ,67,0.595,0.528,5,-7.371,0,0.0935,0.082,0.0,0.142,0.515,150.075,179464,4
565,Autumn!,Still The Same,0bSDiW5sQFu4Z9E70gR2zD,64,0.754,0.517,8,-11.135,1,0.448,0.623,0.0,0.086,0.087,137.937,125217,4
566,Lauv,Who (feat. BTS),2qG81jL9UIP54uS8gYyP4k,75,0.632,0.339,11,-7.983,0,0.0337,0.546,0.0,0.104,0.0969,141.642,180413,3
567,Saweetie,Tap In,4Hpib09wXgD84w4uwTPnYD,67,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4
568,Grupo Firme,Gracias - En Vivo,2XlGKZNMkRKvEJsbwQ6MCl,71,0.578,0.801,8,-4.665,1,0.071,0.171,0.0,0.651,0.706,114.12,235221,4
569,Baby Smoove,Overtime,71pmeuiEvHAkE7gXxWL2Uy,63,0.497,0.627,7,-7.851,1,0.306,0.0868,0.0,0.339,0.528,96.975,142320,4
570,Gracie Abrams,21,5meVa5klVlJalupZTvv5XX,70,0.759,0.665,2,-6.338,1,0.0861,0.494,0.0,0.109,0.391,125.056,185173,4
571,Juice WRLD,I Want It,2SVx3uds6jTWALFxevIWMA,67,0.288,0.638,4,-6.935,0,0.0779,0.133,8.16e-05,0.14,0.147,66.424,173114,3
572,Los Pescadores Del Rio Conchos,Acurrucar,0vTmuKsIgqtez9Ups70mQU,68,0.766,0.825,8,-4.575,1,0.0338,0.156,8.71e-05,0.327,0.77,117.849,178701,4
573,King Von,All These Niggas (feat. Lil Durk),4g27tVPyGHi38dczFoJZZy,65,0.793,0.462,5,-7.495,0,0.119,0.00522,0.0,0.191,0.356,145.962,144787,4
574,Ariana Grande,just like magic,7Dx9Z6Aon1qPS2N0rHSWTe,69,0.719,0.607,8,-5.156,1,0.165,0.08,0.0,0.125,0.464,128.006,149900,4
575,YoungBoy Never Broke Again,Lil Top,1aMokXl3uKDvCh4BBcjFOA,65,0.708,0.654,5,-6.76,0,0.369,0.0556,0.0,0.208,0.697,168.032,185746,4
576,Bad Bunny,Ignorantes,38RIEav39FGi86jppxO0du,73,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,210607,4
577,Zach Bryan,From a Lover's Point of View,6N7FFwu2DQer3wB7rEmm6u,63,0.676,0.1,5,-13.527,1,0.0519,0.882,5.47e-06,0.142,0.411,77.99,184500,4
578,Dua Lipa,Physical,3AzjcOeAmA57TIOr9zF1ZW,76,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4
579,Joji,Run,3AkdSFo7quCZ781KCqNK0T,71,0.448,0.72,7,-3.954,1,0.0332,0.0427,0.000292,0.614,0.361,157.919,195000,3
580,Blake Rose,Lost,45Q6RNX1yeHpGZpR0RjpKI,71,0.597,0.687,4,-6.536,1,0.0466,0.216,0.0,0.107,0.502,94.749,234623,4
581,TWICE,CRY FOR ME,2xtP8RNbo2BEMzLX7tK7aq,74,0.702,0.692,10,-5.405,1,0.0539,0.0542,0.0,0.0877,0.419,144.896,204168,4
582,Shawn Mendes,Wonder,5KCbr5ndeby4y4ggthdiAb,72,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,172693,4
583,Jordan Davis,Almost Maybes,14JFKtBSqefxfMiKhq6JT8,65,0.582,0.868,11,-3.927,1,0.0522,0.146,0.0,0.103,0.555,90.105,179153,4
584,Bad Bunny,SORRY PAPI,5jZ32WOU7sqzDYbzINwMUk,73,0.612,0.561,1,-6.054,1,0.0851,0.0601,0.0,0.145,0.393,191.911,163053,4
585,CORPSE,Miss YOU!,3pXVmZh293nWtqxildz9jf,67,0.792,0.829,2,-6.612,1,0.256,0.00103,0.0755,0.582,0.17,93.044,92856,4
586,Giveon,The Beach,2Hd7uGbl8PX0IxyX59VFOg,66,0.649,0.509,3,-9.502,0,0.0659,0.181,0.000655,0.932,0.223,99.813,205663,4
587,Ozuna,Del Mar,5cpJFiNwYyWwFLH0V6B3N8,75,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,214507,4
588,Gracie Abrams,"I miss you, I’m sorry",4nyF5lmSziBAt7ESAUjpbx,72,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,167538,5
589,Thouxanbanfauni,ULTRA VIOLET,2CxjDTsUBmVlcMjjy2UETJ,67,0.632,0.714,1,-8.924,0,0.063,0.118,0.926,0.12,0.313,159.938,157944,4
590,Victoria Monét,We Might Even Be Falling In Love (Interlude),4rCuwgRRKaIiHlHDc8Bga6,68,0.768,0.506,6,-8.913,1,0.165,0.415,0.0376,0.133,0.862,77.1,51914,4
591,Sista Prod,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",1eCTQhsNA31FcwyNcJcf86,69,0.702,0.616,6,-4.903,1,0.326,0.686,0.0,0.145,0.507,80.482,156188,4
592,The Kid LAROI,FEEL SOMETHING (feat. Marshmello),1yP6g2Ka4CisR3i2cuIcjK,68,0.523,0.609,1,-7.802,1,0.191,0.059,0.0,0.14,0.374,154.051,139041,4
593,T3R Elemento,Ojitos de Miel,3V1jBnDI3zCn25ONFiqwN8,72,0.473,0.448,9,-9.35,1,0.0378,0.709,0.0,0.104,0.6,189.195,239498,3
594,Lil Uzi Vert,Prices,4YcWzLSnGqLjSCycuSMHnn,65,0.786,0.683,7,-5.397,1,0.205,0.173,0.0,0.706,0.57,126.002,233333,4
595,Young Dolph,To Be Honest,2OmElPC8H23YsekF58fSbm,63,0.794,0.718,2,-6.125,1,0.126,0.0139,0.0,0.201,0.651,164.0,159013,4
596,Cory Marks,Outlaws & Outsiders,4NJjWHBLbon4OjbCfVMWkh,66,0.5,0.866,9,-4.338,1,0.0443,0.0575,0.0,0.129,0.631,176.187,197235,4
597,Bad Bunny,Está Cabrón Ser Yo,4saHEjXw7O1NXJOzBkUKKG,72,0.81,0.854,10,-3.999,0,0.254,0.0732,0.0,0.123,0.879,154.083,227939,4
598,The Weeknd,Faith,3orEOtd8CPL8GFlpRpKuoE,69,0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946,283227,4
599,Jhené Aiko,Triggered (freestyle),3zPgAKn5tbmCuCKrR3r7qE,65,0.485,0.389,0,-10.765,1,0.298,0.799,0.0,0.146,0.391,93.175,209933,4
600,Studio Killers,Jenny (I Wanna Ruin Our Friendship),4JLBDUYSaOMPYND0iWeSWQ,72,0.668,0.798,11,-5.701,1,0.0334,0.00305,0.0144,0.277,0.575,133.928,215280,4
601,Jimmie Allen,Good Times Roll,2A0JdQvwSbOtI9sSIIxgQR,65,0.634,0.748,0,-3.916,1,0.0275,0.00935,0.0,0.172,0.704,95.991,158240,4
602,Dan + Shay,I Should Probably Go To Bed,5ovVcYo2MvjVydFwFyaaqy,67,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,171827,4
603,YUNGBLUD,parents,5v4OkFH0TJ6W1hCFxyn0px,70,0.612,0.824,7,-4.758,1,0.0478,0.013,0.0,0.288,0.586,82.017,171880,4
604,Jay Wheeler,La Curiosidad (feat. Myke Towers) - Mixed,2cXeLEN1eguDzERP5csBUs,76,0.809,0.752,11,-3.638,0,0.206,0.114,0.000187,0.303,0.858,92.14,93652,4
